client_id,snapshot_id,seq_num,server_timestamp,recv_time,latency_ms,jitter_ms,bandwidth_per_client_kbps
3,2085,2085,1765135073248,1765135072297,-951,1.0,35.84
3,2095,2095,1765135073757,1765135072807,-950,2.0,35.84
3,2105,2105,1765135074266,1765135073317,-949,6.0,34.048
3,2115,2115,1765135074774,1765135073825,-949,1.0,34.048
3,2125,2125,1765135075282,1765135074334,-948,4.0,35.84
3,2135,2135,1765135075790,1765135074841,-949,1.0,35.84
3,2145,2145,1765135076301,1765135075375,-926,5.0,34.048
3,2155,2155,1765135076809,1765135075886,-923,28.0,34.048
3,2165,2165,1765135077319,1765135076379,-940,10.0,35.84
3,2175,2175,1765135077827,1765135076884,-943,4.0,35.84
3,2185,2185,1765135078338,1765135077387,-951,0.0,35.84
3,2195,2195,1765135078847,1765135077896,-951,1.0,35.84
3,2205,2205,1765135079355,1765135078403,-952,6.0,34.048
3,2215,2215,1765135079863,1765135078946,-917,29.0,34.048
3,2225,2225,1765135080371,1765135079423,-948,6.0,35.84
3,2235,2235,1765135080878,1765135079927,-951,1.0,35.84
3,2245,2245,1765135081387,1765135080436,-951,1.0,35.84
3,2255,2255,1765135081895,1765135080945,-950,10.0,35.84
3,2265,2265,1765135082404,1765135081455,-949,3.0,35.84
3,2275,2275,1765135082912,1765135081975,-937,10.0,35.84
3,2285,2285,1765135083420,1765135082471,-949,3.0,34.048
3,2295,2295,1765135083928,1765135082978,-950,2.0,34.048
3,2305,2305,1765135084436,1765135083487,-949,0.0,35.84
3,2315,2315,1765135084945,1765135084016,-929,20.0,34.048
3,2325,2325,1765135085453,1765135084511,-942,10.0,34.048
3,2335,2335,1765135085961,1765135085011,-950,3.0,35.84
3,2345,2345,1765135086471,1765135085524,-947,6.0,35.84
3,2355,2355,1765135086985,1765135086037,-948,1.0,35.84
3,2365,2365,1765135087493,1765135086551,-942,8.0,35.84
3,2375,2375,1765135088003,1765135087059,-944,18.0,34.048
3,2385,2385,1765135088512,1765135087564,-948,1.0,34.048
3,2395,2395,1765135089021,1765135088070,-951,2.0,35.84
3,2405,2405,1765135089528,1765135088577,-951,0.0,35.84
3,2415,2415,1765135090036,1765135089142,-894,55.0,35.84
3,2425,2425,1765135090545,1765135089595,-950,6.0,35.84
3,2435,2435,1765135091053,1765135090102,-951,0.0,34.048
3,2445,2445,1765135091560,1765135090619,-941,7.0,34.048
3,2455,2455,1765135092068,1765135091139,-929,1.0,35.84
